"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"G348PWF7","document","2025","Fan, Nicholas; Bull, Joshua A.; Byrne, Helen M.","Exploring the relationship between vascular remodelling and tumour growth using agent-based modelling","","","","","","Abstract We develop a multiscale agent-based model (ABM) to investigate the effect that mechanical interactions between proliferating tumour cells and the surrounding vasculature have on the oxygen supply to the tumour microenvironment (TME), the tumour's growth dynamics, and its response to radiotherapy. Our model extends existing models of tumour spheroid growth by incorporating vessel deformation due to mechanical forces between vessel walls and neighbouring tumour cells. These forces generate an effective pressure which compresses vessels, driving occlusion and pruning. This, in turn, leads to a hypoxic oxygen landscape which stimulates angiogenesis. A key feature of our model is the treatment of mechanical cell interactions with the tumour microenvironment, which we represent with two forces. The first is Stokes' drag which is widely used in ABMs to represent resistance to cell movement. The second is a friction force which accounts for resistance due to the continual breaking and reforming of cell-extracellular matrix (ECM) adhesions. The importance of this friction force is demonstrated by numerical simulation. When Stokes' drag dominates, pressure gradients dissipate across the tissue and vessel compression is negligible. By contrast, as the strength of the friction force increases, larger pressure gradients form, leading to significant vessel compression. We perform extensive numerical simulations to investigate how model parameters that control vascular remodelling and friction influence tumour vascularisation, which we spatially quantify using the cross-pair correlation function. This, in turn, alters the oxygen landscape and drives changes in tumour morphology. Finally, we highlight the importance of accounting for both mechanisms when simulating tumour responses to treatment with radiotherapy. We observe that vascular remodelling critically alters the tumour's susceptibility to treatment and post-radiotherapy regrowth. Tumour regrowth is especially impacted by vessel remodelling, with certain vascular landscapes able to rebound quickly post-radiotherapy, resulting in fast tumour regrowth. Author Summary We have created an agent-based model (ABM) that accounts for mechanical interactions between tumour cells and associated vasculature. The model simulates vessel occlusion and pruning due to compression by neighbouring tumour cells; and growth of new vessels in response to hypoxia. Incorporating pressure-mediated vessel occlusion into our ABM required development of a friction force representing cell-extracellular matrix (ECM) adhesion. Through numerical simulations, we show that when friction is neglected, pressure gradients dissipate throughout the tissue and vessel compression is negligible. By contrast, as the strength of the friction force increases, larger pressure gradients form, leading to significant vessel compression. We perform extensive model simulations, to investigate how changes in the oxygen landscape caused by vascular remodelling affect the tumour's growth dynamics and composition. We show further how vessel remodelling influences a tumour's response to radiotherapy. We find tumour regrowth to be especially sensitive to vessel remodelling, with certain vascular landscapes growing rapidly post-radiotherapy, and accelerating tumour regrowth.","2025-03","2025-07-24 20:26:39","2025-07-24 20:26:39","2025-04-26","","","","","","","","","","","","Cancer Biology","","english","","","","","","","Citation Key: fanExploringRelationshipVascular2025 DOI: 10.1101/2025.03.17.643670 tex.archiveprefix: Cancer Biology","","","http://creativecommons.org/licenses/by/4.0/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4AHDKYT7","document","2023","Almeida; Almeida, Rodrigo; Dilão, Rui","Formation and Optimisation of Vein Networks in Physarum","","","","","","Physarum polycephalum is an acellular slime mould that grows as a highly adaptive network of veins filled with protoplasm. As it forages, Physarum dynamically rearranges its network structure as a response to local stimuli information, optimising the connection between food sources. This high-level behaviour was already exploited to solve numerous optimisation problems. We develop a flow-based model for the adaptive network formation of Physarum, which solves some inconsistencies of previous models. We first derive a general class of equations describing the adaptation and flow dynamics of a static network comprised of elastic channels filled with an incompressible fluid undergoing a Hagen-Poiseuille flow. An explicit form of the model is obtained by minimising the total power dissipated by the network. Considering a more general functional form of the adaptive equations, a phase transition in the system is also found. The model is used for maze-solving and to build efficient and resilient networks in an arena mimicking mainland Portugal. By comparing the resulting networks with the real Portuguese railway system, we found that the model produced networks with a better overall performance when considering fluctuations in the network flows. Finally, the adaption model is extended to incorporate the network growth in the presence of multiple food sources. The coupling of both processes produces networks with similar traits to several network systems found in nature. We found that when the food sources operate alternately, the model can replicate the direct connections between the food sources observed in Physarum.","2023-05","2025-07-24 20:26:39","2025-07-24 20:26:39","2024-12-23","","","","","","","","","","","","arXiv","","","","","","","","","Citation Key: 2023Almeida DOI: 10.48550/arXiv.2305.12244","","","","Physics - Fluid Dynamics","","","","","Almeida, Rodrigo; Dilão, Rui","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DKZB8RW6","journalArticle","2001","Anita Roth-Nebelsick; Roth-Nebelsick, Anita; Dieter Uhl; Uhl, Dieter; Volker Mosbrugger; Mosbrugger, Volker; Hans Kerp; Kerp, Hans","Evolution and Function of Leaf Venation Architecture: A Review","Annals of Botany","","","10.1006/anbo.2001.1391","","Abstract The leaves of extant terrestrial plants show highly diverse and elaborate patterns of leaf venation. One fundamental feature of many leaf venation patterns, especially in the case of angiosperm leaves, is the presence of anastomoses. Anastomosing veins distinguish a network topologically from a simple dendritic (tree-like) pattern which represents the primitive venation architecture. The high degree of interspecific variation of entire venation patterns as well as phenotypic plasticity of some venation properties, such as venation density, indicate the high selective pressure acting on this branching system. Few investigations deal with functional properties of the leaf venation system. The interrelationships between topological or geometric properties of the various leaf venation patterns and functional aspects are far from being well understood. In this review we summarize current knowledge of interrelationships between the form and function of leaf venation and the evolution of leaf venation patterns. Since the functional aspects of architectural features of different leaf venation patterns are considered, the review also refers to the topic of individual and intraspecific variation. One basic function of leaf venation is represented by its contribution to the mechanical behaviour of a leaf. Venation geometry and density influences mechanical stability and may affect, for example, susceptibility to herbivory. Transport of water and carbohydrates is the other basic function of this system and the transport properties are also influenced by the venation architecture. These various functional aspects can be interpreted in an ecophysiological context.","2001-05","2025-07-24 20:26:39","2025-07-24 20:26:39","","553–566","","5","87","","","","","","","","","","","","","","","","","Citation Key: anitaroth-nebelsickEvolutionFunctionLeaf2001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W5BHDITQ","journalArticle","2022","Kaeppler, Jakob R; Chen, Jianzhou; Buono, Mario; Vermeer, Jenny; Kannan, Pavitra; Cheng, Wei-Chen; Voukantsis, Dimitrios; Thompson, James M; Hill, Mark A; Allen, Danny; Gomes, Ana; Kersemans, Veerle; Kinchesh, Paul; Smart, Sean; Buffa, Francesca; Nerlov, Claus; Muschel, Ruth J; Markelc, Bostjan","Endothelial cell death after ionizing radiation does not impair vascular structure in mouse tumor models","EMBO reports","","1469-221X","10.15252/embr.202153221","","The effect of radiation therapy on tumor vasculature has long been a subject of debate. Increased oxygenation and perfusion have been documented during radiation therapy. Conversely, apoptosis of endothelial cells in irradiated tumors has been proposed as a major contributor to tumor control. To examine these contradictions, we use multiphoton microscopy in two murine tumor models: MC38, a highly vascularized, and B16F10, a moderately vascularized model, grown in transgenic mice with tdTomato-labeled endothelium before and after a single (15 Gy) or fractionated (5 × 3 Gy) dose of radiation. Unexpectedly, even these high doses lead to little structural change of the perfused vasculature. Conversely, non-perfused vessels and blind ends are substantially impaired after radiation accompanied by apoptosis and reduced proliferation of their endothelium. RNAseq analysis of tumor endothelial cells confirms the modification of gene expression in apoptotic and cell cycle regulation pathways after irradiation. Therefore, we conclude that apoptosis of tumor endothelial cells after radiation does not impair vascular structure.","2022-09","2025-07-24 20:26:39","2025-07-24 20:26:39","2025-07-01","e53221","","9","23","","","","","","","","","","","","","","","","","Citation Key: kaepplerEndothelialCellDeath2022 Publisher: John Wiley & Sons, Ltd","","","","apoptosis; intravital imaging; radiotherapy; tumor endothelial cells; tumor vasculature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQ3LAZC7","journalArticle","2018","Richard, Sophie; Brun, Amanda; Tedesco, Antonio; Gallois, Benjamin; Taghi, Naoual; Dantan, Philippe; Seguin, Johanne; Fleury, Vincent","Direct imaging of capillaries reveals the mechanism of arteriovenous interlacing in the chick chorioallantoic membrane","Communications Biology","","2399-3642","10.1038/s42003-018-0229-x","","Understanding vascular development in vertebrates is an important scientific endeavor. Normal vasculatures generally start off as a disorganized capillary lattice which progressively matures into a well-organized vascular loop comprising a hierarchy of arteries and veins. One striking feature of vascular development is the interlacing of arteries and veins. How arteries and veins manage to avoid themselves and interlace with such a perfect architecture is not understood. Here we present a detailed view of the development of the vasculature in the chorioallantoic membrane of the chicken embryo. We find that the origin of arteriovenous interlacing lies in the presence of an increased hemodynamic resistance at the distal part of the arteries due to vascular flattening onto the ectodermal surface. This reduces the vascular conductance distally, thus repelling veins away. In more proximal parts, vessels round off into cylinders and the increased flow attracts veins.","2018-12","2025-07-24 20:26:39","2025-07-24 20:26:39","2024-09-19","1–11","","1","1","","","","","","","","","","english","","","","","","","Citation Key: Richard2018 Publisher: Nature Publishing Group tex.copyright: 2018 The Author(s)","","","","Angiogenesis; Cardiovascular biology; Time-lapse imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CMS57DWR","journalArticle","2020","Zhu, Zhaowei; Peng, Xiaofan; Li, Xuping; Xiang, Fan; Xing, Zhenhua; Huang, Jiabing; Wei, Cheng; Tian, Cuihong; Tai, Shi; Yang, Hui; Xie, Hebin; Meng, Xiangyu; Yuan, Hong; Hu, Xinqun; Fang, Zhenfei; Liu, Qinming; Liu, Zehui; Deng, Yingjian; Zhao, Yanshu; Zhou, Shenghua","Association between Radiation Exposure and Endothelium-Dependent Vasodilation: Results from Clinical and Experimental Studies","Journal of Vascular and Interventional Radiology","","1051-0443","10.1016/j.jvir.2019.09.017","","Purpose The association between occupational radiation exposure and endothelium-dependent vasodilation (EDV) remains unclear. This study evaluated the association between radiation exposure and EDV among fluoroscopy-guided interventional procedure specialists and explored the possible mechanisms. Materials and Methods Brachial flow-mediated dilation was compared in 21 interventional cardiologists (the radiation group) and 15 noninterventional cardiologists (the nonradiation group). Animal radiation experiments were also performed to observe the impact of radiation on EDV. Results Flow-mediated dilation in both the left (radiation group, 3.63% vs. nonradiation group, 6.77%; P < .001) and right brachial arteries (5.36% vs. 7.33%, respectively; P = .04) and serum nitric oxide (NO) level (343.69 vs. 427.09 𝜇mol/L, respectively; P = .02) were significantly reduced in the radiation group compared to those in the nonradiation group. EDV was significantly impaired in acetylcholine concentrations of 3 × 10-6 mol/L and 10-5 mol/L (60.09% vs.74.79%, respectively; P = .03; and 62.73% vs. 80.56%, respectively; P = .002), and reactive oxygen species levels in the aorta intima and media layers were significantly increased in mice after a single x-ray exposure, which could be partly rescued by pretreatment with folic acid (P < .05). Conclusions Radiation exposure can lead to impairment of flow-mediated vasodilation in human or EDV in mice. In mice acutely exposed to radiation, folic acid alleviated radiation-induced EDV impairment by possible reduction of reactive oxidative species.","2020-01","2025-07-24 20:26:39","2025-07-24 20:26:39","2025-07-01","42–48","","1","31","","","Association between Radiation Exposure and Endothelium-Dependent Vasodilation","","","","","","","","","","","","","","Citation Key: zhuAssociationRadiationExposure2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RCM5AIM9","journalArticle","2012","Park, Heon Joo; Griffin, Robert J.; Hui, Susanta; Levitt, Seymour H.; Song, Chang W.","Radiation-induced vascular damage in tumors: Implications of vascular damage in ablative hypofractionated radiotherapy (SBRT and SRS)","Radiation Research","","1938-5404","10.1667/rr2773.1","","We have reviewed the studies on radiation-induced vascular changes in human and experimental tumors reported in the last several decades. Although the reported results are inconsistent, they can be generalized as follows. In the human tumors treated with conventional fractionated radiotherapy, the morphological and functional status of the vasculature is preserved, if not improved, during the early part of a treatment course and then decreases toward the end of treatment. Irradiation of human tumor xenografts or rodent tumors with 5-10 Gy in a single dose causes relatively mild vascular damages, but increasing the radiation dose to higher than 10 Gy/fraction induces severe vascular damage resulting in reduced blood perfusion. Little is known about the vascular changes in human tumors treated with high-dose hypofractionated radiation such as stereotactic body radiotherapy (SBRT) or stereotactic radiosurgery (SRS). However, the results for experimental tumors strongly indicate that SBRT or SRS of human tumors with doses higher than about 10 Gy/fraction is likely to induce considerable vascular damages and thereby damages the intratumor microenvironment, leading to indirect tumor cell death. Vascular damage may play an important role in the response of human tumors to high-dose hypofractionated SBRT or SRS.","2012-03","2025-07-24 20:26:39","2025-07-24 20:26:39","","311–327","","3","177","","","Radiation-induced vascular damage in tumors","","","","","","","english","","","","","","","Citation Key: parkRadiationinducedVascularDamage2012 PMID: 22229487","","","","Animals; Humans; Neoplasms; Blood Vessels; Dose Fractionation Radiation; Oxygen; Radiation Injuries; Radiosurgery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IXUGDKQD","journalArticle","2024","Köry, Jakub; Narain, Vedang; Stolz, Bernadette J.; Kaeppler, Jakob; Markelc, Bostjan; Muschel, Ruth J.; Maini, Philip K.; Pitt-Francis, Joe M.; Byrne, Helen M.","Enhanced perfusion following exposure to radiotherapy: A theoretical investigation","PLOS Computational Biology","","1553-7358","10.1371/journal.pcbi.1011252","","Tumour angiogenesis leads to the formation of blood vessels that are structurally and spatially heterogeneous. Poor blood perfusion, in conjunction with increased hypoxia and oxygen heterogeneity, impairs a tumour's response to radiotherapy. The optimal strategy for enhancing tumour perfusion remains unclear, preventing its regular deployment in combination therapies. In this work, we first identify vascular architectural features that correlate with enhanced perfusion following radiotherapy, using in vivo imaging data from vascular tumours. Then, we present a novel computational model to determine the relationship between these architectural features and blood perfusion in silico. If perfusion is defined to be the proportion of vessels that support blood flow, we find that vascular networks with small mean diameters and large numbers of angiogenic sprouts show the largest increases in perfusion post-irradiation for both biological and synthetic tumours. We also identify cases where perfusion increases due to the pruning of hypoperfused vessels, rather than blood being rerouted. These results indicate the importance of considering network composition when determining the optimal irradiation strategy. In the future, we aim to use our findings to identify tumours that are good candidates for perfusion enhancement and to improve the efficacy of combination therapies.","2024-02","2025-07-24 20:26:40","2025-07-24 20:26:40","2025-06-30","e1011252","","2","20","","","Enhanced perfusion following exposure to radiotherapy","","","","","","","english","","","","","","","Citation Key: koryEnhancedPerfusionFollowing2024a Publisher: Public Library of Science","","","","Tumor angiogenesis; Blood flow; Cancers and neoplasms; Cancer treatment; Flow rate; Malignant tumors; Perfusion; Radiation therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IID8KGK5","webpage","","","The STARE Project","","","","","https://cecas.clemson.edu/~ahoover/stare/","","","2025-07-24 20:26:40","2025-07-24 20:26:40","2025-07-02","","","","","","","","","","","","","","","","","","","","","Citation Key: STAREProject","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWGY956U","journalArticle","2013","Odstrcilik, Jan; Kolar, Radim; Budai, Attila; Hornegger, Joachim; Jan, Jiri; Gazarek, Jiri; Kubena, Tomas; Cernosek, Pavel; Svoboda, Ondrej; Angelopoulou, Elli","Retinal vessel segmentation by improved matched filtering: Evaluation on a new high-resolution fundus image database","IET Image Processing","","1751-9659, 1751-9667","10.1049/iet-ipr.2012.0455","","Automatic assessment of retinal vessels plays an important role in the diagnosis of various eye, as well as systemic diseases. A public screening is highly desirable for prompt and effective treatment, since such diseases need to be diagnosed at an early stage. Automated and accurate segmentation of the retinal blood vessel tree is one of the challenging tasks in the computer-aided analysis of fundus images today. We improve the concept of matched filtering, and propose a novel and accurate method for segmenting retinal vessels. Our goal is to be able to segment blood vessels with varying vessel diameters in high-resolution colour fundus images. All recent authors compare their vessel segmentation results to each other using only low-resolution retinal image databases. Consequently, we provide a new publicly available high-resolution fundus image database of healthy and pathological retinas. Our performance evaluation shows that the proposed blood vessel segmentation approach is at least comparable with recent state-of-the-art methods. It outperforms most of them with an accuracy of 95% evaluated on the new database.","2013-06","2025-07-24 20:26:40","2025-07-24 20:26:40","2025-07-02","373–383","","4","7","","","Retinal vessel segmentation by improved matched filtering","","","","","","","english","","","","","","","Citation Key: odstrcilikRetinalVesselSegmentation2013","","","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9B2KGD9C","document","2021","iMED","ROSE: Retinal OCT-Angiography segmentation dataset","","","","","","Retinal OCT-Angiography Vessel Segmentation Dataset (ROSE) is now open source. It includes two subsets: ROSE-1 and ROSE-2.  ROSE-1 subset consists of a total of 117 OCTA images from 39 subjects (26 with disease  and the rest are healthy control) and was split into 90 images for training and 27 images for testing. Each subject has en face angiograms of superficial (SVC), deep (DVC), and the inner retinal vascular plexus that includes both SVC and DVC (SVC+DVC) respectively. All the OCTA scans were captured by the RTVue XR Avanti SD-OCT system (Optovue, USA) equipped with AngioVue software, with image resolution of 304 × 304 pixels. The scan area was 3×3 mm2 area centred at the fovea. The manual annotations of these vascular network were graded  by image experts and clinicians, and the consensus of them was then used as the groundtruth. Two different types of vessel annotations are available: centerline-level and pixel-level annotation.  ROSE-2 subset contains a total of 112 OCT-A images of 112 eyes acquired by Heidelberg OCT2 system with Spectralis software (Heidelberg Engineering, Heidelberg, Germany) and was split into 90 images for training and 22 images for testing. All the images in this dataset are the en face angiograms of SVC within a 3×3 mm2 area centred at the fovea, and each image was resized into a grayscale image with 840 × 840 pixels. All the visible retinal vessels were manually traced using an in-house program written in Matlab (Mathworks R2018, Natwick) by an experienced clinical ophthalmologist.  code: iMED-Lab/OCTA-Net-OCTA-Vessel-Segmentation-Network (github.com) ROSE-O is a retinal structure detection dataset of OCTA images, with precise manual annotations of RV, RVJ and the FAZ. It contains 117 images which were captured using the Optovue Avanti RTVue XR with AngioVue software (Optovue, Fremont, USA): the images have a resolution of 304×304 pixels. The SVC, DVC and IVC angiograms of each participant were obtained by the device.  code: https://github.com/iMED-Lab/VAFF-Net","2021-07","2025-07-24 20:26:40","2025-07-24 20:26:40","2025-07-02","","","","","","","ROSE","","","","","Zenodo","","","","","","","","","Citation Key: imedROSERetinalOCTAngiography2021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9IWXTDXD","book","2000","Munkres, James R.","Topology","","978-0-13-181629-9","","","","This introduction to topology provides separate, in-depth coverage of both general topology and algebraic topology. Includes many examples and figures. GENERAL TOPOLOGY. Set Theory and Logic. Topological Spaces and Continuous Functions. Connectedness and Compactness. Countability and Separation Axioms. The Tychonoff Theorem. Metrization Theorems and paracompactness. Complete Metric Spaces and Function Spaces. Baire Spaces and Dimension Theory. ALGEBRAIC TOPOLOGY. The Fundamental Group. Separation Theorems. The Seifert-van Kampen Theorem. Classification of Surfaces. Classification of Covering Spaces. Applications to Group Theory. For anyone needing a basic, thorough, introduction to general and algebraic topology and its applications.","2000","2025-07-24 20:26:40","2025-07-24 20:26:40","","","","","","","","","","","","","Prentice Hall, Incorporated","","english","","","","","","","Citation Key: munkresTopology2000 tex.googlebooks: XjoZAQAAIAAJ","","","","Mathematics / Algebra / General; Mathematics / Topology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUDV9IZV","book","2019","Mendelson, Bert","Introduction to Topology: Third Edition","","978-1-68411-926-4","","","","Highly regarded for its exceptional clarity, imaginative and instructive exercises, and fine writing style, this concise book offers an ideal introduction to the fundamentals of topology. Originally conceived as a text for a one-semester course, it is directed to undergraduate students whose studies of calculus sequence have included definitions and proofs of theorems. The book's principal aim is to provide a simple, thorough survey of elementary topics in the study of collections of objects, or sets, that possess a mathematical structure. The author begins with an informal discussion of set theory in Chapter 1, reserving coverage of countability for Chapter 5, where it appears in the context of compactness. In the second chapter Professor Mendelson discusses metric spaces, paying particular attention to various distance functions which may be defined on Euclidean n-space and which lead to the ordinary topology. Chapter 3 takes up the concept of topological space, presenting it as a generalization of the concept of a metric space. Chapters 4 and 5 are devoted to a discussion of the two most important topological properties: connectedness and compactness. Throughout the text, Dr. Mendelson, a former Professor of Mathematics at Smith College, has included many challenging and stimulating exercises to help students develop a solid grasp of the material presented.","2019-07","2025-07-24 20:26:40","2025-07-24 20:26:40","","","","","","","","Introduction to Topology","","","","","Igal Meirovich","","english","","","","","","","Citation Key: mendelsonIntroductionTopologyThird2019 tex.googlebooks: rjYmxwEACAAJ","","","","Mathematics / Topology; Mathematics / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7WYDDFIZ","book","2016","Burger, Wilhelm; Burge, Mark J.","Digital Image Processing: An Algorithmic Introduction Using Java","","978-1-4471-6683-2 978-1-4471-6684-9","","","","","2016","2025-07-24 20:26:40","2025-07-24 20:26:40","2025-07-08","","","","","","","Digital Image Processing","Texts in Computer Science","","","","Springer","London","english","","","","","","","Citation Key: burgerDigitalImageProcessing2016a DOI: 10.1007/978-1-4471-6684-9 ISSN: 1868-0941, 1868-095X","","","http://www.springer.com/tdm","Digital Image Processing; Discrete Fourier Transform; GSM - Postponed Project; Image Processing; Image Processing System; ImageJ; Java; Medical Imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I5UNGY23","webpage","","","Topology of Digital Images: Visual Pattern Discovery in Proximity Spaces | SpringerLink","","","","","https://link.springer.com/book/10.1007/978-3-642-53845-2","","","2025-07-24 20:26:40","2025-07-24 20:26:40","2025-07-08","","","","","","","","","","","","","","","","","","","","","Citation Key: TopologyDigitalImages","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZ2PSNIQ","book","1999","Folland, Gerald B.","Real Analysis: Modern Techniques and Their Applications","","978-0-471-31716-6","","","","An in-depth look at real analysis and its applications-now expanded and revised. This new edition of the widely used analysis book continues to cover real analysis in greater detail and at a more advanced level than most books on the subject. Encompassing several subjects that underlie much of modern analysis, the book focuses on measure and integration theory, point set topology, and the basics of functional analysis. It illustrates the use of the general theories and introduces readers to other branches of analysis such as Fourier analysis, distribution theory, and probability theory. This edition is bolstered in content as well as in scope-extending its usefulness to students outside of pure analysis as well as those interested in dynamical systems. The numerous exercises, extensive bibliography, and review chapter on sets and metric spaces make Real Analysis: Modern Techniques and Their Applications, Second Edition invaluable for students in graduate-level analysis courses. New features include: * Revised material on the n-dimensional Lebesgue integral. * An improved proof of Tychonoff's theorem. * Expanded material on Fourier analysis. * A newly written chapter devoted to distributions and differential equations. * Updated material on Hausdorff dimension and fractal dimension.","1999-04","2025-07-24 20:26:40","2025-07-24 20:26:40","","","","","","","","Real Analysis","","","","","John Wiley & Sons","","english","","","","","","","Citation Key: follandRealAnalysisModern1999 tex.googlebooks: N8jVDwAAQBAJ","","","","Mathematics / General; Mathematics / Mathematical Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FMS3TF5F","book","2024","López, Rafael","Point-Set Topology: A Working Textbook","","978-3-031-58512-8 978-3-031-58513-5","","","","","2024","2025-07-24 20:26:40","2025-07-24 20:26:40","2025-07-08","","","","","","","Point-Set Topology","Springer Undergraduate Mathematics Series","","","","Springer International Publishing","Cham","english","","","","","","","Citation Key: lopezPointSetTopologyWorking2024 DOI: 10.1007/978-3-031-58513-5 ISSN: 1615-2085, 2197-4144","","","https://www.springernature.com/gp/researchers/text-and-data-mining","compact space; connected space; fundamental group; metric spaces; open neighborhood; problem book topology; product topology; quotient topology; solutions exercises topology; worked examples topology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U2XIFQIW","webpage","","","Topology for Computing","","","","","https://www.cambridge.org/universitypress/subjects/computer-science/computer-graphics-image-processing-and-robotics/topology-computing","","","2025-07-24 20:26:40","2025-07-24 20:26:40","2025-07-08","","","","","","","","","","","","","","english","","","","","","","Citation Key: TopologyComputing Authority: Cambridge University Press & Assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U5PSUA5N","journalArticle","","Murugan, Mathav","Course notes for MATH 421/510: Real Analysis II Term 2: January-April 2025 The University of British Columbia.","","","","","","","","2025-07-24 20:26:40","2025-07-24 20:26:40","","","","","","","","","","","","","","","english","","","","","","","Citation Key: muruganCourseNotesMATH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4SLH346V","webpage","","","Discrete-Time Signal Processing","","","","","https://www.pearson.com/en-us/subject-catalog/p/discrete-time-signal-processing/P200000003226/9780137549771?srsltid=AfmBOorTjJ1XdIE0X-8bTii4Mqw3hKSmpWb5gPQcwoMg9A0KYTYmvN1T","","","2025-07-24 20:26:40","2025-07-24 20:26:40","2025-07-08","","","","","","","","","","","","","","","","","","","","","Citation Key: DiscreteTimeSignalProcessing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LXBK395P","journalArticle","1984","Zhang, T. Y.; Suen, C. Y.","A fast parallel algorithm for thinning digital patterns","Communications of The Acm","","0001-0782","10.1145/357994.358023","","","1984-03","2025-07-24 20:26:40","2025-07-24 20:26:40","2025-07-08","236–239","","3","27","","Commun. ACM","","","","","","","","","","","","","","","Citation Key: zhangFastParallelAlgorithm1984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I9YGSCIA","book","2018","Erciyes, K","Guide to Graph Algorithms","","978-3-319-73234-3 978-3-319-73235-0","","","","","2018","2025-07-24 20:26:40","2025-07-24 20:26:40","2025-07-08","","","","","","","","Texts in Computer Science","","","","Springer International Publishing","Cham","","","","","","","","Citation Key: erciyesGuideGraphAlgorithms2018 DOI: 10.1007/978-3-319-73235-0 ISSN: 1868-0941, 1868-095X","","","http://www.springer.com/tdm","algorithm analysis and problem complexity; Analysis of Graphs; Distributed Graph Algorithms; Graph Algorithms; Network Algorithms; Parallel Graph Algorithms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4AATHAQJ","journalArticle","1985","Balding, D.; McElwain, D. L.","A mathematical model of tumour-induced capillary growth","Journal of Theoretical Biology","","0022-5193","10.1016/s0022-5193(85)80255-1","","The corneal limbal vessels of an animal host respond to the presence of a source of Tumour Angiogenesis Factor (TAF) implanted in the cornea by the formation of new capillaries which grow towards the source. This neovasculature can be easily seen and studied and this paper describes a mathematical model of some of the important features of the growth. The model includes the diffusion of TAF, the formation of sprouts from pre-existing vessels and models the movement of these sprouts to form new capillaries as a chemotactic response to the presence of TAF. Numerical results are produced for various values of the parameters which characterize the model and it is suggested that the model might form the framework for further theoretical work on related phenomena such as wound healing or to develop strategies for the investigation of anti-angiogenesis.","1985-05","2025-07-24 20:26:40","2025-07-24 20:26:40","","53–73","","1","114","","","","","","","","","","english","","","","","","","Citation Key: baldingMathematicalModelTumourinduced1985 PMID: 2409405","","","","Angiogenesis Inducing Agents; Animals; Capillaries; Chemotaxis; Cornea; Growth Substances; Mice; Models Biological; Neoplasm Transplantation; Neoplasms Experimental; Neovascularization Pathologic; Rabbits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
